source_section,website_product_name,top_products_pcode_reference_only,products_json_code,status,suggested_lookup_code,candidate_lookup_code,lookup_source,match_score,matched_product_name,matched_category,matched_price,matched_unit,matched_open_price,matched_product_id,active_lookup_count,products_json_code_lookup_count,products_json_code_matches_suggested
Fruit,AVOCADO LARGE HASS,,4152,safe,20338,20338,loose_active_db_name,1,Hass Avocado,Fruit,2.99,each,0,p-open-pg9-btn0,1,1,no
Fruit,AVOCADO REED,,4157,safe,4157,4157,curated_produce_alias,1,Reed,Fruit,2.99,each,0,p-kb-pg9-btn1,1,1,yes
Fruit,AVOCADOES  SMALL EA,,4155,safe,4155,4155,curated_produce_alias,1,Small Avocado,Fruit,1,each,0,p-kb-pg9-btn3,1,1,yes
Fruit,BANANAS CAVENDISH  KG,,4201,safe,20341,20341,loose_active_db_name,1,Cavendish Banana,Bananas,4.99,kg,0,9f6a5df7-9e75-4a21-9747-c2b61e6dc347,1,1,no
Fruit,BANANAS GREEN BAG KG,,40022,safe,40022,40022,exact_active_db_name,1,BANANAS GREEN BAG KG,Fruit,2.99,kg,0,price-list-40022,1,1,yes
Fruit,BANANAS LADYFINGER KG,,4221,safe,4221,4221,curated_produce_alias,1,Lady Finger,Fruit,6.99,kg,0,p-kb-pg10-btn1,1,1,yes
Fruit,BESTALLA DATES 500G,,9341533006666,safe,9341533006666,9341533006666,exact_active_db_name,1,BESTALLA DATES 500G,Fruit,5.99,each,0,f6f8ac9e-aee3-405d-8d20-8283352a2de6,1,1,yes
Fruit,BLACK BERRY VALLEY 125G,,93541251,safe,93541251,93541251,exact_active_db_name,1,BLACK BERRY VALLEY 125G,Fruit,3.49,each,0,8857369b-6071-46c5-8c73-5e5bacfb9c1c,1,1,yes
Fruit,BLACK MUSCAT GRAPES KG,,3235,safe,3235,3235,exact_active_db_name,1,BLACK MUSCAT GRAPES KG,Fruit,6.99,kg,0,d4efc0f8-844f-4659-8abb-cef4a8953bb2,1,1,yes
Fruit,BLACK PLUM KG,,87123,safe,87123,87123,exact_active_db_name,1,BLACK PLUM KG,Fruit,9.89,kg,0,3d25ba6e-1ca8-4f88-b325-5a34dd80199f,1,1,yes
Fruit,BLACKBERRES 125G,,9317948009240,safe,9317948009240,9317948009240,exact_active_db_name,1,BLACKBERRES 125G,Fruit,3.99,each,0,32f2c8cf-ca6f-4fda-b9be-aa1f778fb91d,1,1,yes
Fruit,BLACKBERRIES,,93541114,safe,20358,20358,exact_active_db_name,1,Blackberries,Berries,5.99,each,0,0edc2cf3-25af-474c-8246-7e5aa074f7e7,1,1,no
Fruit,BLACKBERRIES 125G,,9320800000668,safe,9320800000668,9320800000668,exact_active_db_name,1,BLACKBERRIES 125G,Fruit,4.99,each,0,ad23bfb2-d087-496a-a005-a72da1f3fc10,1,1,yes
Fruit,BLACKBERRIES 125G,,93567145,safe,9320800000668,9320800000668,exact_active_db_name,1,BLACKBERRIES 125G,Fruit,4.99,each,0,ad23bfb2-d087-496a-a005-a72da1f3fc10,1,1,no
Fruit,BLOOD ORANGE BUCKET,,1313,safe,1313,1313,exact_active_db_name,1,BLOOD ORANGE BUCKET,Fruit,2.89,each,0,97f9187c-e623-4d50-bdc6-ba82a11944ef,1,1,yes
Fruit,BLOOD ORANGES  KG,,8292,safe,8292,8292,exact_active_db_name,1,BLOOD ORANGES KG,Fruit,4.89,kg,0,a2f4f0c7-73a3-4c1c-9e4c-bf807d128f25,1,1,yes
Fruit,BLUEBERRIES  125G,,9317948009233,safe,9317948009233,9317948009233,exact_active_db_name,1,BLUEBERRIES 125G,Fruit,3.99,each,0,7bd23c19-e702-49ec-abde-35f128e3b7c2,1,1,yes
Fruit,BLUEBERRIES 125G,,9320801000452,safe,9317948009233,9317948009233,exact_active_db_name,1,BLUEBERRIES 125G,Fruit,3.99,each,0,7bd23c19-e702-49ec-abde-35f128e3b7c2,1,1,no
Fruit,BLUEBERRIES 125G,,93567138,safe,9317948009233,9317948009233,exact_active_db_name,1,BLUEBERRIES 125G,Fruit,3.99,each,0,7bd23c19-e702-49ec-abde-35f128e3b7c2,1,1,no
Fruit,BLUEBERRIES 125G,,9350489000628,safe,9317948009233,9317948009233,exact_active_db_name,1,BLUEBERRIES 125G,Fruit,3.99,each,0,7bd23c19-e702-49ec-abde-35f128e3b7c2,1,1,no
Fruit,BLUEBERRIES 125G,,93573689,safe,9317948009233,9317948009233,exact_active_db_name,1,BLUEBERRIES 125G,Fruit,3.99,each,0,7bd23c19-e702-49ec-abde-35f128e3b7c2,1,1,no
Fruit,BLUEBERRIES 125G,,9357107000237,safe,9317948009233,9317948009233,exact_active_db_name,1,BLUEBERRIES 125G,Fruit,3.99,each,0,7bd23c19-e702-49ec-abde-35f128e3b7c2,1,1,no
Fruit,BLUEBERRIES PUNNET 125G,,9335089000834,safe,9335089000834,9335089000834,exact_active_db_name,1,BLUEBERRIES PUNNET 125G,Fruit,3.99,each,0,de6ec23b-8bf7-45e0-9a4a-e2d38c2af636,1,1,yes
Fruit,BLUEBERRY 170G FB,,9357107000244,safe,9357107000244,9357107000244,exact_active_db_name,1,BLUEBERRY 170G FB,Fruit,4.89,each,0,e9954569-f393-4955-b690-64260cc80842,1,1,yes
Fruit,BLUEBERRY FRESH  125G,,9327403000101,safe,9327403000101,9327403000101,exact_active_db_name,1,BLUEBERRY FRESH 125G,Fruit,5.99,each,0,972a4a26-e692-4b11-8f5f-b6afc18f049a,1,1,yes
Fruit,BLUEBERRY PUNNET,,93536240,safe,20224,20224,loose_active_db_name,1,Blueberries,Berries,8.99,each,0,8a3b6810-c990-47aa-92cb-6f5a5657fb5c,1,1,no
Fruit,CANDY PLUM KG,,9876,safe,9876,9876,exact_active_db_name,1,CANDY PLUM KG,Fruit,16.9,kg,0,59598789-a533-4356-92ca-3b7570782d31,1,1,yes
Fruit,CARA CARA ORANGE KG,,9276,safe,9276,9276,exact_active_db_name,1,CARA CARA ORANGE KG,Fruit,5.89,kg,0,3e69e646-ed40-4552-916e-99570613a68b,1,1,yes
Fruit,CHERRIES FRESH KG,,4351,safe,4351,4351,exact_active_db_name,1,CHERRIES FRESH KG,Fruit,24,kg,0,1ff779eb-eb50-464d-9cb1-4f6b3c2c5565,1,1,yes
Fruit,CHERRY TOMATOES 250G,,9369999026677,safe,9369999026677,9369999026677,exact_active_db_name,1,CHERRY TOMATOES 250G,Fruit,3.99,each,0,7a3bb914-6fd7-485f-b529-19b4173c7cec,1,1,yes
Fruit,CHERRY TOMATOES 250G,,769807150669,safe,9369999026677,9369999026677,exact_active_db_name,1,CHERRY TOMATOES 250G,Fruit,3.99,each,0,7a3bb914-6fd7-485f-b529-19b4173c7cec,1,1,no
Fruit,COCO THUMB SIP DRINKING COCONUT,,8858754200052,safe,8858754200052,8858754200052,exact_active_db_name,1,COCO THUMB SIP DRINKING COCONUT,Fruit,4.49,each,0,49c38d7b-0fca-42a0-8e82-55721140f9a7,1,1,yes
Fruit,COCONUTS EA,,4382,safe,4382,4382,exact_active_db_name,1,COCONUTS EA,Fruit,6.99,each,0,6f0e865c-b66d-45d9-886a-3c609cdc7dff,1,1,yes
Fruit,CUSTARD APPLES KG,,4401,safe,20332,20332,loose_active_db_name,1,Custard Apple,Fruit,12.99,kg,0,p-kb-pg2-custard-apple,1,1,no
Fruit,DRAGON FRUIT KG,,5322,safe,5322,5322,exact_active_db_name,1,DRAGON FRUIT KG,Fruit,15.99,kg,0,c7957e81-ddab-4c08-99ef-45389e624544,1,1,yes
Fruit,DRISCOLLS BLACKBERRIES 125G,,9342373000340,safe,9342373000340,9342373000340,exact_active_db_name,1,DRISCOLLS BLACKBERRIES 125G,Fruit,4.99,each,0,4a64b399-fca6-4146-ad64-5e6922292ef0,1,1,yes
Fruit,DRISCOLLS BLUEBERRIES 200G,,9342373000197,safe,9342373000197,9342373000197,exact_active_db_name,1,DRISCOLLS BLUEBERRIES 200G,Fruit,4.99,each,0,8f7db147-0c2d-4e1b-88d3-d058befc8351,1,1,yes
Fruit,FIGS FRESH KG,,4421,safe,4421,4421,exact_active_db_name,1,FIGS FRESH KG,Fruit,29.99,kg,0,website-fv-4421,1,1,yes
Fruit,FRESH BLUEBERRIES 170G,,93573726,safe,93573726,93573726,exact_active_db_name,1,FRESH BLUEBERRIES 170G,Fruit,4.89,each,0,318c15d3-8037-4436-95ae-a3c68376898d,1,1,yes
Fruit,FRESH STRAWBERRY 250G,,9335074019803,safe,9335074019803,9335074019803,exact_active_db_name,1,FRESH STRAWBERRY 250G,Fruit,6.99,each,0,16565a25-598f-44a0-b1a7-3e5ae5de0fdb,1,1,yes
Fruit,FRT & VEG OTHER,,12,safe,12,12,exact_active_db_name,1,FRT & VEG OTHER,Fruit,400,each,0,151b149b-2aef-45d5-87b8-434f2811f549,1,1,yes
Fruit,FRUIT & VEG EA,,723,safe,723,723,exact_active_db_name,1,(S) FRUIT & VEG EA,Fruit,0,each,1,c24b4a51-2a14-4eb4-9d47-0bbd96195cec,1,1,yes
Fruit,FRUIT & VEG KG,,722,safe,21,21,exact_active_db_name,1,FRUIT & VEG KG,Fruit,0,kg,1,25191255-5504-4d24-ae23-b351b4ed2136,1,1,no
Fruit,FRUIT & VEG KG,,21,safe,21,21,exact_active_db_name,1,FRUIT & VEG KG,Fruit,0,kg,1,25191255-5504-4d24-ae23-b351b4ed2136,1,1,yes
Fruit,FUJI APPLE,,9842,safe,4041,4041,exact_active_db_name,1,Fuji Apple,Fruit,5.99,kg,0,p-kb-pg7-btn12,1,1,no
Fruit,GRAPE  WHITE SEEDLESS KG,,4491,safe,4491,4491,exact_active_db_name,1,GRAPE WHITE SEEDLESS KG,Fruit,7.89,kg,0,6b16cc3c-9333-4ecc-853c-a7faee9c5342,1,1,yes
Fruit,GRAPEFRUIT RUBY RED KG,,4581,safe,4581,4581,exact_active_db_name,1,GRAPEFRUIT RUBY RED KG,Fruit,3.99,kg,0,e5ddd60b-1af4-47cd-9c11-201ec352123c,1,1,yes
Fruit,GRAPES AUTUMN KING KG,,4481,safe,20365,20365,loose_active_db_name,1,Autumn King Grapes,Fruit,5.99,kg,0,p-open-pg11-btn3,1,1,no
Fruit,GRAPES BLACK SEEDLESS KG,,4931,safe,20364,20364,loose_active_db_name,1,Black Seedless Grapes,Fruit,5.99,kg,0,p-open-pg11-btn2,1,1,no
Fruit,GRAPES RED SEEDLESS KG,,4461,safe,4461,4461,exact_active_db_name,1,GRAPES RED SEEDLESS KG,Fruit,5.99,kg,0,bef6d3be-b3e3-403a-9e82-e1fe66ca8b30,1,1,yes
Fruit,GREEN BAG CAVENDISH PER KG,,40024,safe,40024,40024,exact_active_db_name,1,GREEN BAG CAVENDISH PER KG,Fruit,0.99,kg,0,price-list-40024,1,1,yes
Fruit,GRN VALLEY STRAWBERRIES 250 GR,,9327438000169,safe,9327438000169,9327438000169,exact_active_db_name,1,GRN VALLEY STRAWBERRIES 250 GR,Fruit,5.99,each,0,725aacef-72de-4d06-8947-c15f234a199a,1,1,yes
Fruit,IMPERIAL MANDARINS  KG,,4681,safe,4681,4681,exact_active_db_name,1,IMPERIAL MANDARINS KG,Fruit,4.89,kg,0,20be4cff-346a-456f-8fe5-f2aa70fdea93,1,1,yes
Fruit,JAZZ  APPLE  KG,,3812,safe,3812,3812,exact_active_db_name,1,JAZZ  APPLE  KG,Fruit,7.99,kg,0,price-list-3812,1,1,yes
Fruit,KEITT  EA,,5772,safe,5772,5772,exact_active_db_name,1,KEITT EA,Fruit,1.99,each,0,26d128bc-df65-4a87-96f5-d7031bb35317,1,1,yes
Fruit,KIWI FRUIT GOLD EACH,,5984,safe,5984,5984,exact_active_db_name,1,KIWI FRUIT GOLD EACH,Fruit,2.89,each,0,7e113f6f-3c65-49b2-9280-235659c394df,1,1,yes
Fruit,KIWI FRUIT KG,,4612,safe,4612,4612,curated_produce_alias,1,Regular Kiwi,Kiwi Fruit,14.89,kg,0,p-kb-pg12-btn0,1,1,yes
Fruit,KP MANGO MEDIUM,,4703,safe,4703,4703,exact_active_db_name,1,KP MANGO MEDIUM,Fruit,3.99,each,0,d49f857d-d091-41a9-8824-409e1acf7b61,1,1,yes
Fruit,LEMONS BAGGED NET KG,,46211,safe,46211,46211,exact_active_db_name,1,LEMONS BAGGED NET KG,Fruit,1.99,kg,0,2adb4806-56f2-4c34-a37d-c804a02ee159,1,1,yes
Fruit,LEMONS FRESH  KG,,4621,safe,4621,4621,exact_active_db_name,1,LEMONS FRESH KG,Fruit,5.99,kg,0,5b250a00-623d-43d7-b467-ee052798bfe3,1,1,yes
Fruit,LIME NET BAG 6PK,,46422,safe,46422,46422,curated_produce_alias,1,Bagged Limes,Fruit,2.99,kg,0,p-kb-pg14-btn1,1,1,yes
Fruit,LIMES EACH,,4643,safe,20328,20328,loose_active_db_name,1,Limes,Fruit,1.99,each,0,p-kb-pg14-limes-ea,1,1,no
Fruit,LITTLE DARLINGS BLUEBERRIES 125G,,9421007560242,safe,9421007560242,9421007560242,exact_active_db_name,1,LITTLE DARLINGS BLUEBERRIES 125G,Fruit,7.99,each,0,5ad7dbab-6aca-4431-a7bd-7fc52780fdba,1,1,yes
Fruit,LONGAN NUT BERRIES KG,,6061,safe,6061,6061,exact_active_db_name,1,LONGAN NUT BERRIES KG,Fruit,10.99,kg,0,94cd7abe-d338-4693-8752-780688009523,1,1,yes
Fruit,LYCHEE,,4671,safe,20032,20032,exact_active_db_name,1,Lychee,Fruit,14.99,kg,0,p-kb-pg2-lychee,1,1,no
Fruit,MANDARINES AFROURER   KG,,5791,safe,5791,5791,curated_produce_alias,1,Afourer,Fruit,0,kg,1,p-kb-pg15-btn5,1,1,yes
Fruit,MANDARINES DAISY KG,,4457,safe,4457,4457,curated_produce_alias,1,Daisy,Fruit,6.99,kg,0,p-kb-pg15-btn4,1,1,yes
Fruit,MANDARINES EMPRESS KG,,4661,safe,4661,4661,curated_produce_alias,1,Empress,Fruit,6.89,kg,0,p-kb-pg15-btn3,1,1,yes
Fruit,MANDARINES GREEN BUCKET PER KG,,40049,safe,40049,40049,exact_active_db_name,1,MANDARINES GREEN BUCKET PER KG,Fruit,1.99,kg,0,price-list-40049,1,1,yes
Fruit,MANDARINES MURCOT  KG,,4665,safe,4665,4665,curated_produce_alias,1,Honey Murcott,Fruit,5.89,kg,0,p-kb-pg15-btn1,1,1,yes
Fruit,MANGO PEARL EA,,1442,safe,1442,1442,exact_active_db_name,1,MANGO PEARL EA,Fruit,3.49,each,0,cc657973-e57b-451b-b59d-211507e12301,1,1,yes
Fruit,MANGOES CALYPSO,,5788,safe,5788,5788,exact_active_db_name,1,MANGOES CALYPSO,Fruit,3.49,each,0,fe1b038f-e2c4-4c29-a235-2efe79ea8db0,1,1,yes
Fruit,MANGOES KP EA,,4702,safe,4702,4702,exact_active_db_name,1,MANGOES KP EA,Fruit,2.99,each,0,ec266e93-d7f5-4429-98bb-a50dc6a5d4a8,1,1,yes
Fruit,MANGOES R2E2 EA,,4732,safe,4732,4732,exact_active_db_name,1,MANGOES R2E2 EA,Fruit,5.99,each,0,929c4bf3-113b-4412-931f-6fe8241f91d9,1,1,yes
Fruit,MEDLEY TOMATOES 200G,,9369998415557,safe,9369998415557,9369998415557,exact_active_db_name,1,MEDLEY TOMATOES 200G,Fruit,3.99,each,0,ab75a50e-72e5-428a-b33a-8797824e8a64,1,1,yes
Fruit,MELON HONEY DEW EA,,4722,safe,4722,4722,curated_produce_alias,1,Honeydew,Fruit,5.89,each,0,p-kb-pg17-btn1,1,1,yes
Fruit,MV BLUEBERRY,,9349671001031,safe,9349671001031,9349671001031,exact_active_db_name,1,MV BLUEBERRY,Fruit,4.89,each,0,93a3fa5c-a695-47c3-b483-93f7cc573789,1,1,yes
Fruit,NAVEL ORANGE KG,,4912,safe,20318,20318,loose_active_db_name,1,Navel Orange,Oranges,6.99,kg,0,p-orange-navel,1,1,no
Fruit,NAVELS OUTSIDE,,7274,safe,7274,7274,exact_active_db_name,1,NAVELS OUTSIDE,Fruit,1.99,each,0,be688f2e-7603-4169-8e33-20e722345dbe,1,1,yes
Fruit,NECTARINE KG,,4841,safe,4841,4841,exact_active_db_name,1,NECTARINE KG,Fruit,6.99,kg,0,bec42d09-7862-4f38-b489-238ccf18fd2d,1,1,yes
Fruit,NECTARINE WHITE  KG,,4851,safe,4851,4851,exact_active_db_name,1,NECTARINE WHITE KG,Fruit,6.99,kg,0,603ee4b1-887a-47a4-8cd0-66d140e58a45,1,1,yes
Fruit,NECTARINES GREEN BUCKET KG,,4425,safe,4425,4425,loose_active_db_name,1,Nectarines Green Bucket,Fruit,1.99,kg,0,p-kb-pg18-btn2,1,1,yes
Fruit,NERRIGUNDAH BLUEBERRIES,,9320805000380,safe,9320805000380,9320805000380,exact_active_db_name,1,NERRIGUNDAH BLUEBERRIES,Fruit,7.99,each,0,b0255aef-4f38-4922-ae37-7786c3cad10e,1,1,yes
Fruit,ORANGE CANDY MELON WHOLE,,4753,safe,4753,4753,exact_active_db_name,1,ORANGE CANDY MELON WHOLE,Fruit,5.99,each,0,11105c1b-9b3f-423a-aa27-32d444964d98,1,1,yes
Fruit,ORANGES VALENCIA KG,,3791,safe,3791,3791,exact_active_db_name,1,ORANGES VALENCIA KG,Fruit,3.89,kg,0,ee8c6cf5-7f7d-4264-a53f-307e7b284ed7,1,1,yes
Fruit,ORANGES VALENCIA SPECIAL,,3793,safe,3793,3793,exact_active_db_name,1,ORANGES VALENCIA SPECIAL,Fruit,1.99,each,0,ab5e93aa-84bf-4610-938a-b19d28be40be,1,1,yes
Fruit,OUTSIDE HONEYDEW EA,,8716,safe,8716,8716,exact_active_db_name,1,OUTSIDE HONEYDEW EA,Fruit,5.99,each,0,416461e9-cb63-4438-87b5-229056cb043d,1,1,yes
Fruit,OUTSIDE ROCKMELON,,8717,safe,20369,20369,exact_active_db_name,1,Outside Rockmelon,Melons,5.99,each,0,p-open-pg17-btn3,1,1,no
Fruit,OZ GROUP BLUEBERRIES 125G,,9342373009985,safe,9342373009985,9342373009985,exact_active_db_name,1,OZ GROUP BLUEBERRIES 125G,Fruit,3.99,each,0,3ce00ebc-e3e9-459a-a99f-9a66fcb9df70,1,1,yes
Fruit,OZ GROUP JUMBO BLUEBERRIES 125GR,,9342373000364,safe,9342373000364,9342373000364,exact_active_db_name,1,OZ GROUP JUMBO BLUEBERRIES 125GR,Fruit,4.99,each,0,1814b178-c176-4f21-a494-14aeb8edd78a,1,1,yes
Fruit,PASSIONFRUIT EA.,,4871,safe,4871,4871,exact_active_db_name,1,PASSIONFRUIT EA.,Fruit,1.99,each,0,525f545f-c4c4-4ffb-b203-a5bf80b41abc,1,1,yes
Fruit,PAW PAW CUT,,709,safe,709,709,exact_active_db_name,1,(S) PAW PAW CUT,Fruit,4.89,each,0,228fad78-6ca2-4395-afe2-c2e9c0c7ed3f,1,1,yes
Fruit,PAW PAW GREEN  KG,,5461,safe,5461,5461,exact_active_db_name,1,PAW PAW GREEN KG,Fruit,6.99,kg,0,107900f3-9ca7-43ce-bfa9-15da8d35b356,1,1,yes
Fruit,PAW PAW RED CUT KG,,732,safe,732,732,exact_active_db_name,1,(S) PAW PAW RED CUT KG,Fruit,5.99,kg,0,58be16ef-9130-4ce4-bed7-036e46e25889,1,1,yes
Fruit,PAW PAW RED KG,,5282,safe,5282,5282,exact_active_db_name,1,PAW PAW RED KG,Fruit,5.99,kg,0,440dc238-b026-4667-93da-2512d6e689d4,1,1,yes
Fruit,PAW PAW YELLOW KG,,4951,safe,4951,4951,exact_active_db_name,1,PAW PAW YELLOW KG,Fruit,7.99,kg,0,a42063d1-a960-4aca-b689-444e794e6093,1,1,yes
Fruit,PEACH GOLDEN KG,,5111,safe,5111,5111,exact_active_db_name,1,PEACH GOLDEN KG,Fruit,6.99,kg,0,c227bc9e-9d76-40b9-a821-4eb3a434f87e,1,1,yes
Fruit,PEACH GREEN BUCKET KG,,5011,safe,5011,5011,exact_active_db_name,1,PEACH GREEN BUCKET KG,Fruit,1.99,kg,0,1a956ad4-4c61-45bb-86b9-403e8b4610c1,1,1,yes
Fruit,PEACH WHITE KG,,5101,safe,5101,5101,exact_active_db_name,1,PEACH WHITE KG,Fruit,6.99,kg,0,7f2c5c98-ba9b-48de-9c7e-e1899390e8ed,1,1,yes
Fruit,PEACH YELLOW  KG,,5081,safe,20380,20380,loose_active_db_name,1,Yellow Peach,Fruit,6.99,kg,0,p-kb-pg20-yellow-peach,1,1,no
Fruit,PEAR NASHI EA.,,5392,safe,20317,20317,loose_active_db_name,1,Nashi Pear,Pears,1.99,each,0,p-kb-pg21-nashi,1,1,no
Fruit,PEARS CORELLA KG,,5271,safe,5271,5271,exact_active_db_name,1,PEARS CORELLA KG,Fruit,5.99,kg,0,3354f7e3-9c59-4df6-b02d-b93353581c77,1,1,yes
Fruit,PEARS GREEN BAG 1 KG,,40023,safe,40023,40023,exact_active_db_name,1,PEARS GREEN BAG 1 KG,Fruit,1.99,kg,0,522e7acd-e6d1-472d-baa4-e86bb9c2a4b0,1,1,yes
Fruit,PEARS PACKHAM KG,,4991,safe,20315,20315,loose_active_db_name,1,Packham Pear,Pears,5.89,kg,0,p-kb-pg21-packham,1,1,no
Fruit,PEARS WILLIAM KG,,4971,safe,4971,4971,exact_active_db_name,1,PEARS WILLIAM KG,Fruit,5.89,kg,0,69f81e1a-1cd0-438a-836e-0ea7e6ba7370,1,1,yes
Fruit,PERSIMMON  KG,,5022,safe,5022,5022,exact_active_db_name,1,PERSIMMON KG,Fruit,12.99,kg,0,fe30f455-8d34-4fce-bfe0-16a59beba383,1,1,yes
Fruit,PINATA STRAWBERRIES,,9319453000163,safe,9319453000163,9319453000163,exact_active_db_name,1,PINATA STRAWBERRIES,Fruit,4.99,each,0,4fbd9a38-2ac7-4836-bd9c-a4ee535e1fcb,1,1,yes
Fruit,PINE TOPLESS AU. GOLD,,9328223000029,safe,9328223000029,9328223000029,exact_active_db_name,1,PINE TOPLESS AU. GOLD,Fruit,5.99,each,0,8b80ecdc-d362-4d89-b0ca-fb48f20ea0ea,1,1,yes
Fruit,PINEAPPLE  EXTRA LARGE,,5422,safe,5422,5422,exact_active_db_name,1,PINEAPPLE EXTRA LARGE,Fruit,7.99,each,0,f669e020-89bd-49f0-a9dd-bb3f9e7d2dfc,1,1,yes
Fruit,PINEAPPLE SMOOTH SMALL,,5052,safe,5052,5052,exact_active_db_name,1,PINEAPPLE SMOOTH SMALL,Fruit,3.99,each,0,451ae30a-d424-40e8-810f-ee8e5a0fb388,1,1,yes
